park,summit,aspect,transition,sciname,slope,sitelat,siteelev,site.probD,site.s.probD,family,genus,species,perenneating,leaves,habit,taxunit,startyear,startcover,endyear,endcover,changecover,propchangecover,latmin1090,latmax1090,latmean1090,latmedian1090,latrange1090,min.tmean,mean.tmean,max.tmean,min.snowdays,mean.snowdays,max.snowdays,min.wy.ppt,mean.wy.ppt,max.wy.ppt,min.pet,mean.pet,max.pet,min.aet,mean.aet,max.aet,min.cwd,mean.cwd,max.cwd,min.gs.ppt,mean.gs.ppt,max.gs.ppt,min.gdd,mean.gdd,max.gdd,start.lower,start.upper,end.lower,end.upper,startcover0,endcover0,allcover0,expanded,contracted,nochange,no0,climPC1,climPC2
GNP,SWD,N,SWD3,Festuca baffinensis,24,48.870238,2717,3.9227318213438e-5,0.56638782560415,Poaceae,Festuca,baffinensis,below,D,gram,monocot,2014,0.1,2019,0.0875,-0.012500000000000011,-0.06250000000000006,45.968947,76.0667,66.5488186394852,69.11375000000001,37.282999999999994,7.804,9.734166666666667,11.816,230,247.83333333333334,264,1434.1199999999994,1560.9133333333327,1673.9399999999994,0.7164422280629256,0.8002679817758974,0.8792311973510926,0.4934267682468962,0.6637218086703711,0.7616024963388034,0.02425262449547183,0.1365461731055263,0.3858044291041964,127.45999999999998,268.50166666666667,396.04,169,190.66666666666666,213,0,200,100,400,0,0,0,0,1,0,1,5.627373628443927,0.21317816990181424
GNP,SWD,N,SWD3,Stellaria longipes,24,48.870238,2717,8.691419914249267e-7,0.01788543747224964,Caryophyllaceae,Stellaria,longipes,below,D,forb,dicot,2014,0.36250000000000004,2019,0.1125,-0.25000000000000006,-0.5405405405405407,37.50662,73.5167,55.82815106064148,61.4186,40.747178,7.804,9.734166666666667,11.816,230,247.83333333333334,264,1434.1199999999994,1560.9133333333327,1673.9399999999994,0.7164422280629256,0.8002679817758974,0.8792311973510926,0.4934267682468962,0.6637218086703711,0.7616024963388034,0.02425262449547183,0.1365461731055263,0.3858044291041964,127.45999999999998,268.50166666666667,396.04,169,190.66666666666666,213,400,400,200,400,0,0,0,0,1,0,1,5.627373628443927,0.21317816990181424
GNP,SWD,N,SWD3,Minuartia austromontana,24,48.870238,2717,8.091414020920345e-5,0.41926725482050414,Caryophyllaceae,Minuartia,austromontana,above,D,forb,dicot,2014,0.025,2019,0.025,0,0,44.135533,56.9,47.788831450000004,47.6131,13.5229,7.804,9.734166666666667,11.816,230,247.83333333333334,264,1434.1199999999994,1560.9133333333327,1673.9399999999994,0.7164422280629256,0.8002679817758974,0.8792311973510926,0.4934267682468962,0.6637218086703711,0.7616024963388034,0.02425262449547183,0.1365461731055263,0.3858044291041964,127.45999999999998,268.50166666666667,396.04,169,190.66666666666666,213,100,100,100,100,0,0,0,0,0,1,1,5.627373628443927,0.21317816990181424
GNP,SWD,N,SWD3,Trisetum spicatum,24,48.870238,2717,4.697363447576126e-6,0.07006895022188317,Poaceae,Trisetum,spicatum,below,D,gram,monocot,2014,0.625,2019,0.4375,-0.1875,-0.25862068965517243,36.556822,65.85,45.76214695803549,44.12727,48.670199999999994,7.804,9.734166666666667,11.816,230,247.83333333333334,264,1434.1199999999994,1560.9133333333327,1673.9399999999994,0.7164422280629256,0.8002679817758974,0.8792311973510926,0.4934267682468962,0.6637218086703711,0.7616024963388034,0.02425262449547183,0.1365461731055263,0.3858044291041964,127.45999999999998,268.50166666666667,396.04,169,190.66666666666666,213,400,400,400,400,0,0,0,0,1,0,1,5.627373628443927,0.21317816990181424
GNP,SWD,N,SWD3,Taraxacum scopulorum,24,48.870238,2717,3.1876435028027103e-9,8.570384564721567e-6,Asteraceae,Taraxacum,scopulorum,below,D,forb,dicot,2014,0,2019,0,0,0,37.4591,48.69392,39.541978426017074,39.020701,13.368707,7.804,9.734166666666667,11.816,230,247.83333333333334,264,1434.1199999999994,1560.9133333333327,1673.9399999999994,0.7164422280629256,0.8002679817758974,0.8792311973510926,0.4934267682468962,0.6637218086703711,0.7616024963388034,0.02425262449547183,0.1365461731055263,0.3858044291041964,127.45999999999998,268.50166666666667,396.04,169,190.66666666666666,213,NA,NA,NA,NA,1,1,1,0,0,1,0,5.627373628443927,0.21317816990181424
GNP,SWD,S,SWD1,Arabis lemmonii,11,48.870238,2717,1.119141650109131e-5,0.1580191934973071,Brassicaceae,Arabis,lemmonii,below,D,forb,dicot,2004,0,2009,0,0,0,36.774,47.3037,41.381180420987654,41.303651,13.178069999999998,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,0,0,100,0,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Cerastium arvense,11,48.870238,2717,2.76335255927659e-6,0.04435395682693086,Caryophyllaceae,Cerastium,arvense,below,D,forb,dicot,2004,0,2009,0,0,0,36.576125,48.4025,43.18673206611865,43.9557205,16.808605700000005,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Besseya wyomingensis,11,48.870238,2717,1.0019817012481767e-5,0.07230123849854674,Scrophulariaceae,Besseya,wyomingensis,below,D,forb,dicot,2004,0,2009,0,0,0,43.706616,47.272875,45.6439433875,45.679653,6.776074999999999,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Carex nardina,11,48.870238,2717,3.169052712681384e-5,0.351433825653544,Cyperaceae,Carex,nardina,below,D,gram,monocot,2004,0,2009,0,0,0,44.10277,72.05,59.974900154254705,63.44165,34.8125,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Trisetum spicatum,11,48.870238,2717,4.697363447576126e-6,0.07006895022188317,Poaceae,Trisetum,spicatum,below,D,gram,monocot,2004,0.13333333333333336,2009,0.3666666666666667,0.23333333333333334,0.9999999999999999,36.556822,65.85,45.76214695803549,44.12727,48.670199999999994,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,100,100,200,200,0,0,0,1,0,0,1,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Draba incerta,11,48.870238,2717,5.393059709844763e-5,0.31462430903345406,Brassicaceae,Draba,incerta,below,D,forb,dicot,2004,0,2009,0,0,0,43.753331,57.6667,47.46339222330097,47.1149,20.267561100000002,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Carex albonigra,11,48.870238,2717,2.52029446798478e-5,0.32212042165432186,Cyperaceae,Carex,albonigra,below,D,gram,monocot,2004,0,2009,0,0,0,37.856249,63.59,46.50410570129465,45.846863,28.264787000000005,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Taraxacum scopulorum,11,48.870238,2717,3.1876435028027103e-9,8.570384564721567e-6,Asteraceae,Taraxacum,scopulorum,below,D,forb,dicot,2004,0,2009,0,0,0,37.4591,48.69392,39.541978426017074,39.020701,13.368707,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Poa glauca,11,48.870238,2717,1.1304467903630032e-5,0.3042257919379929,Poaceae,Poa,glauca,below,D,gram,monocot,2004,0,2009,0,0,0,39.933336,70.48,61.42867523209827,63.75,37.1047,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,0,0,0,200,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Minuartia rubella,11,48.870238,2717,1.702133176316776e-5,0.34114515413035235,Caryophyllaceae,Minuartia,rubella,above,D,forb,dicot,2004,0,2009,0,0,0,37.556132,68.878259,53.80120925554676,55.71,34.779119,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Myosotis asiatica,11,48.870238,2717,2.165483358938962e-5,0.13524757871657644,Boraginaceae,Myosotis,asiatica,below,D,forb,dicot,2004,0,2009,0,0,0,40.3251,59.6,46.247607703125,45.052617,20.561052000000004,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Poa alpina,11,48.870238,2717,1.131396217863749e-5,0.16979031698561672,Poaceae,Poa,alpina,below,D,gram,monocot,2004,0,2009,0,0,0,37.75694444,66.1333,51.0993581142799,48.689444,30.180300000000003,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,100,100,100,100,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Elymus trachycaulus,11,48.870238,2717,1.3793085256316744e-7,0.00329194611313744,Poaceae,Elymus,trachycaulus,below,D,gram,monocot,2004,0,2009,0,0,0,34.76,49.873678,41.064572183162014,40.6443,30.233678,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,0,0,100,100,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Polemonium viscosum,11,48.870238,2717,3.2760968403536844e-6,0.01527773518939344,Polemoniaceae,Polemonium,viscosum,below,D,forb,dicot,2004,2,2009,2,0,0,37.11902,45.044112,40.28951149264191,39.36333,9.749659,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,200,100,400,400,0,0,0,0,0,1,1,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Potentilla diversifolia,11,48.870238,2717,6.818988612790264e-6,0.0550733350899362,Rosaceae,Potentilla,diversifolia,below,D,forb,dicot,2004,0,2009,0,0,0,37.466667,59.75,42.591278308363435,40.084312335,31.2355556,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Draba lonchocarpa,11,48.870238,2717,3.056543145719663e-5,0.5346665605723784,Brassicaceae,Draba,lonchocarpa,below,D,forb,dicot,2004,0.1,2009,3.333333333333334e-4,-0.09966666666666667,-0.4983333333333333,38.99528,61.24,47.199605513551305,45.941725000000005,24.33639,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,100,100,200,100,0,0,0,0,1,0,1,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Achillea millefolium,11,48.870238,2717,3.2717699931726653e-7,0.00323322201253465,Asteraceae,Achillea,millefolium,below,D,forb,dicot,2004,0,2009,0,0,0,32.9799,47.0327,39.88231753353842,40.13694444,31.954369999999997,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Androsace septentrionalis,11,48.870238,2717,2.7469363583491447e-6,0.03353527446693533,Primulaceae,Androsace,septentrionalis,below,D,forb,dicot,2004,0,2009,0,0,0,35.15328099,64.14,41.16176596336436,39.015445,39.565,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Erigeron compositus,11,48.870238,2717,9.080378279520466e-6,0.1614900916086084,Asteraceae,Erigeron,compositus,below,D,forb,dicot,2004,0,2009,0,0,0,37.911111,60.7833,44.421884634209306,44.711389,26.68432,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,0,0,200,400,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Festuca baffinensis,11,48.870238,2717,3.9227318213438e-5,0.56638782560415,Poaceae,Festuca,baffinensis,below,D,gram,monocot,2004,0,2009,0,0,0,45.968947,76.0667,66.5488186394852,69.11375000000001,37.282999999999994,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,0,0,400,400,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Saxifraga bronchialis,11,48.870238,2717,1.1488016124232154e-5,0.36730617355479395,Saxifragaceae,Saxifraga,bronchialis,above,E,forb,dicot,2004,0,2009,0,0,0,37.422472,67.98,51.869633685268795,48.74667,34.606,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,100,0,100,0,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Saxifraga caespitosa,11,48.870238,2717,1.1040035571187905e-5,0.2805635880984377,Saxifragaceae,Saxifraga,caespitosa,above,E,forb,dicot,2004,0,2009,0,0,0,37.899632,71.1417,49.94668061975309,47.41667,35.8169,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Minuartia austromontana,11,48.870238,2717,8.091414020920345e-5,0.41926725482050414,Caryophyllaceae,Minuartia,austromontana,above,D,forb,dicot,2004,0,2009,0,0,0,44.135533,56.9,47.788831450000004,47.6131,13.5229,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Sedum lanceolatum,11,48.870238,2717,4.898740955973472e-6,0.07135775347345766,Crassulaceae,Sedum,lanceolatum,above,E,forb,dicot,2004,0,2009,0,0,0,37.6254,47.986389,42.54911989284595,42.8006,15.084648,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Festuca brachyphylla,11,48.870238,2717,4.713240727559881e-6,0.10384442073902068,Poaceae,Festuca,brachyphylla,below,D,gram,monocot,2004,0,2009,0,0,0,37.8999,73.6167,58.94079326232682,62.53,40.517529999999994,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Luzula spicata,11,48.870238,2717,1.080618684228386e-5,0.11171729098503735,Juncaceae,Luzula,spicata,below,D,gram,monocot,2004,0,2009,0,0,0,37.427384000000004,60.166667,43.43978615275566,43.694827,24.876346,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Solidago multiradiata,11,48.870238,2717,6.497596404210476e-6,0.10919668460963625,Asteraceae,Solidago,multiradiata,below,D,forb,dicot,2004,0,2009,0,0,0,37.13972222,65.48,48.31703060681312,45.054809,32.231131010000006,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Stellaria longipes,11,48.870238,2717,8.691419914249267e-7,0.01788543747224964,Caryophyllaceae,Stellaria,longipes,below,D,forb,dicot,2004,0,2009,0,0,0,37.50662,73.5167,55.82815106064148,61.4186,40.747178,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,0,0,0,100,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Silene acaulis,11,48.870238,2717,1.64124829456357e-5,0.27662626388590955,Caryophyllaceae,Silene,acaulis,above,E,forb,dicot,2004,0,2009,0,0,0,37.723056,69.7,54.35825325852209,57.39165,34.374787000000005,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,0,0,100,0,1,1,1,0,0,1,0,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD1,Smelowskia calycina,11,48.870238,2717,2.881511027649957e-5,0.2291781408710414,Brassicaceae,Smelowskia,calycina,below,D,forb,dicot,2004,0.08333333333333334,2009,0.06666666666666668,-0.016666666666666663,-0.09090909090909088,37.996104,49.33333,43.53888288661799,44.4209365,11.924996999999998,8.712,10.249,11.98,237,247,263,1306.91,1537.7716666666665,1660.8300000000002,1.5070391876556881,1.6917030677282308,1.8724185340223656,0.9553009530808663,1.2285405605561033,1.5098535930280488,0.16366812068901915,0.4631625071721275,0.9171175809414993,187.07000000000005,338.38166666666666,485.25,169,183.5,199,NA,NA,NA,NA,0,0,0,0,1,0,1,3.542125659084679,-0.7015017912965402
GNP,SWD,S,SWD2,Androsace septentrionalis,11,48.870238,2717,2.7469363583491447e-6,0.03353527446693533,Primulaceae,Androsace,septentrionalis,below,D,forb,dicot,2009,0,2014,0,0,0,35.15328099,64.14,41.16176596336436,39.015445,39.565,8.701,11.943833333333334,14.726,237,255.83333333333334,274,1306.91,1688.9516666666668,1908.5700000000008,1.3415883204409798,1.6192422480651687,1.8800307088426136,1.12614222017929,1.3126248669728866,1.5098535930280488,0.1412367230176974,0.30661738109228204,0.4668729425736462,276.6300000000001,358.37333333333333,508.7199999999998,169,179.5,192,NA,NA,NA,NA,1,1,1,0,0,1,0,4.339572407647406,0.2412611167617062
GNP,SWD,S,SWD2,Arabis lemmonii,11,48.870238,2717,1.119141650109131e-5,0.1580191934973071,Brassicaceae,Arabis,lemmonii,below,D,forb,dicot,2009,0,2014,0,0,0,36.774,47.3037,41.381180420987654,41.303651,13.178069999999998,8.701,11.943833333333334,14.726,237,255.83333333333334,274,1306.91,1688.9516666666668,1908.5700000000008,1.3415883204409798,1.6192422480651687,1.8800307088426136,1.12614222017929,1.3126248669728866,1.5098535930280488,0.1412367230176974,0.30661738109228204,0.4668729425736462,276.6300000000001,358.37333333333333,508.7199999999998,169,179.5,192,100,0,100,0,1,1,1,0,0,1,0,4.339572407647406,0.2412611167617062
GNP,SWD,S,SWD2,Besseya wyomingensis,11,48.870238,2717,1.0019817012481767e-5,0.07230123849854674,Scrophulariaceae,Besseya,wyomingensis,below,D,forb,dicot,2009,0,2014,0,0,0,43.706616,47.272875,45.6439433875,45.679653,6.776074999999999,8.701,11.943833333333334,14.726,237,255.83333333333334,274,1306.91,1688.9516666666668,1908.5700000000008,1.3415883204409798,1.6192422480651687,1.8800307088426136,1.12614222017929,1.3126248669728866,1.5098535930280488,0.1412367230176974,0.30661738109228204,0.4668729425736462,276.6300000000001,358.37333333333333,508.7199999999998,169,179.5,192,NA,NA,NA,NA,1,1,1,0,0,1,0,4.339572407647406,0.2412611167617062
GNP,SWD,S,SWD2,Carex albonigra,11,48.870238,2717,2.52029446798478e-5,0.32212042165432186,Cyperaceae,Carex,albonigra,below,D,gram,monocot,2009,0,2014,0,0,0,37.856249,63.59,46.50410570129465,45.846863,28.264787000000005,8.701,11.943833333333334,14.726,237,255.83333333333334,274,1306.91,1688.9516666666668,1908.5700000000008,1.3415883204409798,1.6192422480651687,1.8800307088426136,1.12614222017929,1.3126248669728866,1.5098535930280488,0.1412367230176974,0.30661738109228204,0.4668729425736462,276.6300000000001,358.37333333333333,508.7199999999998,169,179.5,192,NA,NA,NA,NA,1,1,1,0,0,1,0,4.339572407647406,0.2412611167617062
GNP,SWD,S,SWD2,Carex nardina,11,48.870238,2717,3.169052712681384e-5,0.351433825653544,Cyperaceae,Carex,nardina,below,D,gram,monocot,2009,0,2014,0,0,0,44.10277,72.05,59.974900154254705,63.44165,34.8125,8.701,11.943833333333334,14.726,237,255.83333333333334,274,1306.91,1688.9516666666668,1908.5700000000008,1.3415883204409798,1.6192422480651687,1.8800307088426136,1.12614222017929,1.3126248669728866,1.5098535930280488,0.1412367230176974,0.30661738109228204,0.4668729425736462,276.6300000000001,358.37333333333333,508.7199999999998,169,179.5,192,NA,NA,NA,NA,1,1,1,0,0,1,0,4.339572407647406,0.2412611167617062
GNP,SWD,S,SWD2,Cerastium arvense,11,48.870238,2717,2.76335255927659e-6,0.04435395682693086,Caryophyllaceae,Cerastium,arvense,below,D,forb,dicot,2009,0,2014,0,0,0,36.576125,48.4025,43.18673206611865,43.9557205,16.808605700000005,8.701,11.943833333333334,14.726,237,255.83333333333334,274,1306.91,1688.9516666666668,1908.5700000000008,1.3415883204409798,1.6192422480651687,1.8800307088426136,1.12614222017929,1.3126248669728866,1.5098535930280488,0.1412367230176974,0.30661738109228204,0.4668729425736462,276.6300000000001,358.37333333333333,508.7199999999998,169,179.5,192,NA,NA,NA,NA,1,1,1,0,0,1,0,4.339572407647406,0.2412611167617062
